tic,earnings_surprise_ratio,absolute_surprise,price_reaction,rolling_volatility,interest_rate,date
BTCY,-0.4,0.24,-0.103226,0.05559524229157366,0.044,2025-04-13
BTDR,-0.9152542372881356,0.108,-0.012844,0.7962485926583777,0.044,2025-04-13
BTMD,-5.333333333333333,0.48,-0.107813,0.059395016299202776,0.044,2025-04-13
BTSG,-0.36781609195402293,0.06399999999999999,0.152305,0.04068336696420921,0.044,2025-04-13
BTTR,-2.666666666666666,3.5199999999999996,0.139601,0.052295888105966366,0.044,2025-04-13
BTTX,0.26974164643653653,0.13666999999999996,0.355857,0.07953328510189125,0.044,2025-04-13
BURL,-2.0753525995128537,3.21221,0.10031,0.05775140500439471,0.044,2025-04-13
BV,0.8839907192575407,0.0762,-0.218225,0.047919914058506013,0.044,2025-04-13
BVN,6.352941176470588,2.16,-0.078452,0.04067315370011033,0.044,2025-04-13
BVS,9.086956521739129,2.09,-0.095647,0.044874574746374685,0.044,2025-04-13
BWA,0.6918403733133763,0.31431,-0.046506,0.04120276070596713,0.044,2025-04-13
BWB,-0.008539354591102458,0.0026700000000000057,-0.070191,0.10392535441151222,0.044,2025-04-13
BWFG,0.5114578254509995,0.5245,-0.025294,0.038453254852312935,0.044,2025-04-13
BWMN,1.777777777777778,0.16,0.177675,0.10754762702122052,0.044,2025-04-13
BWMX,-0.5811747537395111,7.965,-0.34244,0.08115174882104483,0.044,2025-04-13
BXP,2.950617283950617,2.39,-0.02498,0.07191157301134156,0.044,2025-04-13
BXSL,0.28512969664175314,0.16862,0.051318,0.04374791740146795,0.044,2025-04-13
BY,0.10584518167456548,0.06699999999999995,0.032764,0.39118858961941094,0.044,2025-04-13
BYND,-0.6106014271151887,0.5990000000000001,0.245614,0.10457786725705143,0.044,2025-04-13
BYRN,-9.571428571428571,0.134,0.226619,0.06750713503027062,0.044,2025-04-13
BZFD,-24.0,2.88,-0.257813,0.056754089760414794,0.044,2025-04-13
BZH,0.36893203883495135,0.7599999999999998,0.140127,0.05775172825785507,0.044,2025-04-13
BZUN,-14.750000000000002,1.298,-0.083926,0.0754383264833101,0.044,2025-04-13
CAAP,1.695507487520799,0.5095000000000001,0.027354,0.07876569067274766,0.044,2025-04-13
CABA,0.4923076923076923,0.32,-0.004121,0.36785972736830225,0.044,2025-04-13
CABO,-2.1125274078360845,25.40667,-0.007616,0.08856476760962567,0.044,2025-04-13
CACI,0.29286678333121463,1.0827900000000001,-0.024326,0.03055499202679641,0.044,2025-04-13
CAG,0.14416475972540052,0.09450000000000003,0.04362,0.47837060750020965,0.044,2025-04-13
CALM,0.21079103795153176,1.1524999999999999,0.067993,0.06948894695391672,0.044,2025-04-13
CALX,1.0618556701030928,0.20600000000000002,0.205019,0.039570270247989536,0.044,2025-04-13
CAMT,0.01613722691312029,0.006670000000000009,0.028274,0.7181374293466893,0.044,2025-04-13
CANF,-0.6666666666666666,1.2,0.127451,0.051337761583247654,0.044,2025-04-13
CARA,3.3647044559789356,14.708569999999998,-0.055055,0.03826878357703118,0.044,2025-04-13
CARR,0.441635287789134,0.20525000000000004,0.052707,0.04254861292843031,0.044,2025-04-13
CASS,-0.39622641509433965,0.21000000000000002,-0.142423,0.028555225794432308,0.044,2025-04-13
CASY,0.34074898034853535,1.1487499999999997,0.111612,0.037751025771247296,0.044,2025-04-13
CAT,0.29928552527123586,1.1310000000000002,-0.021483,0.06499007542359246,0.044,2025-04-13
CATY,0.1692381870781099,0.14039999999999997,-0.03607,0.04910159076918478,0.044,2025-04-13
CAVA,0.3564190536982368,0.044670000000000015,0.196313,0.20561966428045117,0.044,2025-04-13
CBFV,0.7466666666666667,0.56,0.020858,0.03398921351895226,0.044,2025-04-13
CBRL,4.69811320754717,1.245,0.004199,0.04681131835958242,0.044,2025-04-13
CBSH,0.35826145213968674,0.29945999999999995,-0.015705,0.05866427428490733,0.044,2025-04-13
CBT,0.4247808625086466,0.41142999999999985,0.06115,0.024952009390006715,0.044,2025-04-13
CCAP,0.017592273197654343,0.010199999999999987,0.004956,0.49315503863033605,0.044,2025-04-13
CCEL,-18.142857142857142,1.27,0.083503,0.049434762918646506,0.044,2025-04-13
CCK,-0.17219951125751973,0.30371000000000015,-0.168451,0.04473456742866789,0.044,2025-04-13
CCL,-2.951761259112897,0.43322999999999995,-0.232533,0.055513766278037426,0.044,2025-04-13
CCNE,0.8648648648648647,0.31999999999999995,0.076571,0.03645593536494989,0.044,2025-04-13
CCRN,0.24675324675324667,0.023749999999999993,-0.084315,0.625852326234626,0.044,2025-04-13
CDLX,0.16666666666666682,0.020000000000000018,0.771533,0.14370266105254084,0.044,2025-04-13
CDNA,0.8543689320388349,0.176,0.340868,0.16155940811847408,0.044,2025-04-13
CDRE,0.9830172369959831,0.19333,-0.006692,0.11248524734516782,0.044,2025-04-13
CDTX,3.1176470588235294,5.3,0.065868,0.03589784128855534,0.044,2025-04-13
CDW,0.04747124267829163,0.12327000000000021,-0.006188,0.31610168137622735,0.044,2025-04-13
CDXS,-0.5418298436584538,0.17570999999999998,-0.063218,0.1843759662970689,0.044,2025-04-13
CEG,-1.0572916666666665,2.03,0.169194,0.059075130168683834,0.044,2025-04-13
CELZ,-17.086956521739133,39.300000000000004,0.823529,0.1570595599885385,0.044,2025-04-13
CENX,1.2909090909090908,0.355,0.200114,0.049941714632247995,0.044,2025-04-13
CERS,0.5833333333333334,0.014,0.21608,0.07173336753946194,0.044,2025-04-13
CFFN,12.666666666666668,0.38,0.116071,0.03854620994645986,0.044,2025-04-13
CFG,5.564280406242259,0.44926,0.063792,0.04063202743949348,0.044,2025-04-13
CFLT,6.167958656330749,0.023870000000000002,-0.421258,0.099924142771829,0.044,2025-04-13
CGBD,0.4043583535108959,0.16699999999999998,0.065613,0.04795965307363942,0.044,2025-04-13
CGEM,-6.428571428571428,2.4749999999999996,-0.143345,0.06658982896796554,0.044,2025-04-13
CGNX,0.12124018914834496,0.024870000000000003,-0.212414,0.047104132530579,0.044,2025-04-13
CGON,-5.474074074074074,3.6950000000000003,0.053009,0.1255313776972878,0.044,2025-04-13
CGTX,-44.24084778420039,11.480500000000001,0.280769,0.06630148303614426,0.044,2025-04-13
CHCO,0.7186612856200226,0.46833000000000014,0.060464,0.05031954947522613,0.044,2025-04-13
CHCT,-2.3333333333333335,0.56,-0.003561,0.7188616067910445,0.044,2025-04-13
CHDN,-0.13829582612040767,0.3594999999999997,-0.096975,0.027593537464722147,0.044,2025-04-13
CHE,0.22315538855317846,0.8866700000000005,0.03936,0.0491525106445457,0.044,2025-04-13
CHEF,-2.03030303030303,0.40199999999999997,0.246317,0.08220113640140728,0.044,2025-04-13
CHGG,0.05530584326753955,0.014149999999999996,-0.484091,0.08906755362050335,0.044,2025-04-13
CHKP,0.0569814520655926,0.09542000000000006,0.092712,0.029580697421874986,0.044,2025-04-13
CHMI,45.81274900398406,0.45996,0.132166,0.04903069764818649,0.044,2025-04-13
CHRW,0.34611894246475894,0.68652,0.068625,0.021986028979998625,0.044,2025-04-13
CHWY,0.1195116224465838,0.020360000000000017,0.050885,0.3671890223284094,0.044,2025-04-13
CHX,0.8032786885245903,0.29400000000000004,0.118881,0.039872396090255585,0.044,2025-04-13
CI,0.1600659365264421,0.8292599999999997,0.058791,0.03214794892683594,0.044,2025-04-13
CIEN,6.9344432882414155,0.53312,0.199584,0.06835708415151069,0.044,2025-04-13
CIM,0.59494343857991,0.6042900000000002,0.026694,0.031587795027002714,0.044,2025-04-13
CINF,0.8141830601923642,0.80333,0.035268,0.022878152825728044,0.044,2025-04-13
CING,0.37931034482758613,52.79999999999998,0.25,0.08494131309716964,0.044,2025-04-13
CION,0.05263157894736847,0.020000000000000018,-0.002632,0.6254568767930825,0.044,2025-04-13
CISO,-7.0,3.15,-0.333,0.07672652838742289,0.044,2025-04-13
CKPT,-1.5324675324675323,2.36,0.063953,0.06957997960191187,0.044,2025-04-13
CL,0.06447251071664888,0.04481999999999997,0.00444,0.1729760354376581,0.044,2025-04-13
CLBT,3.0,0.06,0.116109,0.06535844520011173,0.044,2025-04-13
CLCO,0.7872340425531915,0.37,-0.024045,0.07384279812645625,0.044,2025-04-13
CLDI,-1.3414634146341464,2.75,-0.063893,0.19294637538899645,0.044,2025-04-13
CLDT,-1.6818181818181819,0.37,0.18677,0.05754068762949145,0.044,2025-04-13
CLF,-0.20324735633701219,0.4311099999999999,0.070384,0.07997014240822688,0.044,2025-04-13
CLLS,0.2542878448918718,0.10571000000000003,1.72165,0.31610665001724875,0.044,2025-04-13
CLNE,0.2245147860160412,0.03667000000000001,0.462963,0.10801774160417123,0.044,2025-04-13
CLNN,-5.7,11.4,0.176712,0.05136418349417325,0.044,2025-04-13
CLOV,-4.763688760806917,0.6446700000000001,0.108241,0.045393679711923,0.044,2025-04-13
CLSD,0.9579359565464536,0.15167,0.425926,0.10681140112317397,0.044,2025-04-13
CLSK,-0.06603773584905645,0.06999999999999984,1.242647,0.22756339495090505,0.044,2025-04-13
CLVR,-0.7169811320754716,11.4,1.43038,0.266965170427063,0.044,2025-04-13
CLX,0.9664967225054626,1.0616,0.056201,0.026658997944900422,0.044,2025-04-13
CMBM,-4.107963779893198,0.35386,-0.054217,0.31706086369923064,0.044,2025-04-13
CMC,0.3128772635814889,0.6219999999999999,-0.062056,0.03848246967492797,0.044,2025-04-13
CME,0.012505568780628284,0.02778999999999998,-0.011899,0.3163293536997509,0.044,2025-04-13
CMG,0.1440840426347673,0.01879,0.115375,0.06966038040600481,0.044,2025-04-13
CMLS,-2.3370973994235924,1.38667,-0.140625,0.07821755358268848,0.044,2025-04-13
CMS,0.5391719255040788,0.21017999999999998,-0.025136,0.035753318249747076,0.044,2025-04-13
CMTG,-1.2843574942417608,0.45167,-0.073892,0.031611189776701604,0.044,2025-04-13
CMTL,-0.8867924528301886,1.5745,-0.149725,0.04876771730928886,0.044,2025-04-13
CNC,0.4373275619950767,0.26471,0.060403,0.09709274474208007,0.044,2025-04-13
CNDT,-5.5,0.11,-0.184953,0.0666337315606898,0.044,2025-04-13
CNFR,-21.5,0.43,-0.206931,0.06674752723082446,0.044,2025-04-13
CNM,0.17523241536572529,0.09989999999999999,0.002901,0.6507310765603482,0.044,2025-04-13
CNMD,0.9263157894736841,0.8799999999999999,0.04423,0.039901315963507065,0.044,2025-04-13
CNNE,162.39999999999998,8.12,-0.022444,0.06558289049489659,0.044,2025-04-13
CNTA,0.10235513665461929,0.04332999999999998,0.023783,0.7967647931735404,0.044,2025-04-13
CNTY,-3.657534246575343,1.068,-0.103004,0.06380677097295484,0.044,2025-04-13
CNX,-1.6956384779955112,1.29189,-0.095657,0.031887187312013274,0.044,2025-04-13
CODI,1.5080482144194058,0.40286000000000005,0.019664,0.05978318420606399,0.044,2025-04-13
CODX,-3.5333333333333337,0.53,-0.233871,0.05248328525952995,0.044,2025-04-13
COEP,-31.374999999999996,50.199999999999996,0.202703,0.05851714281080461,0.044,2025-04-13
COF,-7.01649684619117,3.61525,0.094118,0.056040207064603956,0.044,2025-04-13
COFS,0.14473684210526314,0.10999999999999999,-0.140457,0.03590538364347099,0.044,2025-04-13
COHR,0.3006598606275684,0.5362899999999999,0.058832,0.0658514254154901,0.044,2025-04-13
COKE,2.019390581717452,4.3740000000000006,0.061741,0.04921825246347919,0.044,2025-04-13
COLB,-0.4439178515007899,0.35125,-0.211411,0.04959753955248882,0.044,2025-04-13
COLD,-9.16326530612245,0.898,-0.089399,0.02931752930913081,0.044,2025-04-13
CON,0.042253521126760604,0.015000000000000013,0.027682,0.03976647643789781,0.044,2025-04-13
COOK,3.1052631578947367,0.059,0.419903,0.08164166932213943,0.044,2025-04-13
COTY,-3.2803189257238774,0.39085000000000003,-0.080519,0.03506299970191714,0.044,2025-04-13
COYA,0.3734939759036144,0.15499999999999997,-0.097015,0.08327016279669558,0.044,2025-04-13
CPB,0.10019750533529505,0.07558999999999994,-0.007216,0.3119409041500997,0.044,2025-04-13
CPIX,8.0,0.08,-0.045226,0.13867404344595496,0.044,2025-04-13
CPNG,-3.473684210526316,0.528,0.137016,0.059732692479934214,0.044,2025-04-13
CPRT,0.011410788381742778,0.004400000000000015,-0.00941,0.21656737882744345,0.044,2025-04-13
CPRX,0.1764705882352941,0.03,0.238679,0.15391307462369677,0.044,2025-04-13
CPSS,-0.9879995199807993,0.08233,0.722222,0.16718621068414757,0.044,2025-04-13
CPT,7.254545454545454,3.99,0.040645,0.03650355586489831,0.044,2025-04-13
CQP,-1.869778410815607,3.20308,0.029034,0.11042631886570364,0.044,2025-04-13
CR,0.3020134228187919,0.22499999999999998,0.044472,0.0733578635084862,0.044,2025-04-13
CRAI,0.651073197578426,0.60333,0.078165,0.041574033240038326,0.044,2025-04-13
CRBP,0.6031746031746031,4.56,0.11828,0.06996078350214882,0.044,2025-04-13
CRBU,-2.8016528925619837,0.339,0.057505,0.129511356296761,0.044,2025-04-13
CRCT,0.6289592760180994,0.034749999999999996,0.471971,0.09572119028048273,0.044,2025-04-13
CRDO,0.3207547169811322,0.017000000000000008,0.47887,0.08905961951748095,0.044,2025-04-13
CRGX,0.22222320426363093,0.25142999999999993,-0.106674,0.06448272337379923,0.044,2025-04-13
CRGY,2.090213946564111,1.8533300000000001,0.048387,0.10121685171842029,0.044,2025-04-13
CRIS,-0.25714285714285723,0.4500000000000002,0.655137,0.12794426976097034,0.044,2025-04-13
CRMD,0.08065998935501036,0.01666999999999999,-0.574468,0.1248876009153653,0.044,2025-04-13
CRNX,-0.2241379310344828,0.13,0.0816,0.1169334889980867,0.044,2025-04-13
CROX,6.150442477876107,0.86875,0.057676,0.029973933756003254,0.044,2025-04-13
CRS,0.20849933598937587,0.31400000000000006,0.109136,0.03678994349167274,0.044,2025-04-13
CRSP,1.67974746786574,5.91728,0.071262,0.06421636700867799,0.044,2025-04-13
CRSR,-5.879690392057883,0.34942999999999996,0.077982,0.05915592821878591,0.044,2025-04-13
CRTO,0.7414965986394558,0.2725,0.247744,0.0521406185254144,0.044,2025-04-13
CRUS,0.43628890777434864,0.8778700000000002,0.145881,0.048019937438009634,0.044,2025-04-13
CRWD,1.326797385620915,0.0812,-0.016033,0.31310561405692555,0.044,2025-04-13
CSAN,21.54668868097597,2.3490200000000003,0.035242,0.07346306294456023,0.044,2025-04-13
CSCO,0.07663975067289969,0.08114999999999983,-0.001319,0.1927036393836902,0.044,2025-04-13
CSGS,0.18657159168504373,0.1666700000000001,-0.015792,0.10128314395782628,0.044,2025-04-13
CSIQ,1.1395348837209303,0.9800000000000001,0.046703,0.061848063108049425,0.044,2025-04-13
CSL,0.6237850200114351,1.6364999999999998,-0.0394,0.03169868645489387,0.044,2025-04-13
CSLR,-7.418079096045198,1.313,0.357739,0.09908800890865338,0.044,2025-04-13
CSTE,-12.398058252427184,0.6385,-0.038817,0.07209861304023954,0.044,2025-04-13
CSWC,0.0055150979615467685,0.0036200000000000676,0.017583,0.7983192861785652,0.044,2025-04-13
CSWI,-0.49572649572649574,0.58,0.006695,0.07243792148985943,0.044,2025-04-13
CSX,0.14942528735632193,0.07020000000000004,0.042381,0.03183503471717637,0.044,2025-04-13
CTAS,0.07134354416316163,0.03595999999999999,-0.16861,0.13326831517727553,0.044,2025-04-13
CTGO,-1.3076923076923075,1.19,-0.042449,0.029780711852879786,0.044,2025-04-13
CTKB,1.6666666666666667,0.025,0.360294,0.11793440023126786,0.044,2025-04-13
CTM,0.0,0.0,0.37182,0.08071305397837365,0.044,2025-04-13
CTMX,3.0523964747072316,0.25283,2.147239,0.39172625771560454,0.044,2025-04-13
CTNM,-6.717391304347825,3.09,0.036096,0.09517674769222129,0.044,2025-04-13
CTNT,-1.9999999999999996,0.31999999999999995,4.378151,0.7989732873621642,0.044,2025-04-13
CTO,1.4926369562181574,3.3134600000000005,0.041957,0.04624492044203056,0.044,2025-04-13
CTS,-0.028199566160520582,0.016249999999999987,-0.08294,0.13530211001793593,0.044,2025-04-13
CTSH,-0.25401385084730665,0.22814,-0.058608,0.033314119780310694,0.044,2025-04-13
CTXR,-1.9375,7.75,0.242647,0.052397892122307776,0.044,2025-04-13
CUE,0.19553072625698328,0.08750000000000002,0.231472,0.1533297877479377,0.044,2025-04-13
CULP,-3.4999567311852773,1.21333,0.166874,0.062258092252352355,0.044,2025-04-13
CURI,0.41935483870967744,0.065,0.650903,0.12420732699462779,0.044,2025-04-13
CVAC,0.84,0.42,-0.035034,0.1107584565170292,0.044,2025-04-13
CVCO,0.4038562655381364,2.37333,-0.114212,0.047477195817524444,0.044,2025-04-13
CVGI,-2.263157894736842,0.43,-0.321739,0.12661760237212047,0.044,2025-04-13
CVGW,-2.6951764524580057,0.52467,0.117143,0.03188603878786745,0.044,2025-04-13
CVKD,-0.7647058823529413,0.9750000000000001,0.136653,0.03313213814548774,0.044,2025-04-13
CVLT,2.148148148148148,0.348,0.093252,0.03518906632635724,0.044,2025-04-13
CVNA,1.1720145550777374,2.6572500000000003,-0.205357,0.04106616191279807,0.044,2025-04-13
CVRX,-0.9229702494314295,0.49917,-0.347518,0.06845180383763572,0.044,2025-04-13
CW,0.14949034907061087,0.3433299999999999,0.069029,0.033860571740574934,0.044,2025-04-13
CWAN,0.018537380321857835,0.0018200000000000022,0.203069,0.06178433498523362,0.044,2025-04-13
CWCO,-0.24137931034482754,0.03499999999999999,0.35173,0.10680777968006397,0.044,2025-04-13
CWH,1.5094880334598408,0.9744500000000001,-0.219674,0.05083791028406522,0.044,2025-04-13
CWK,-1.2017247465832872,0.23829,-0.107383,0.07880933022258989,0.044,2025-04-13
CWST,3.5000000000000004,0.21000000000000002,0.006714,0.07148051334519104,0.044,2025-04-13
CXAI,-8.685714285714287,3.04,-0.155556,0.06338728449598142,0.044,2025-04-13
CXM,0.6067776803973125,0.04154000000000001,-0.334731,0.08937008647076977,0.044,2025-04-13
CYCN,-1.8125000000000002,6.960000000000001,-0.094787,0.045983799324428774,0.044,2025-04-13
CYD,1.3004484304932735,2.9,0.131492,0.37022177957950575,0.044,2025-04-13
CYH,-58.01357466063348,2.5642,-0.428571,0.08510818849476863,0.044,2025-04-13
CYTK,0.7747306562193927,0.7909999999999999,0.109161,0.0620406358095667,0.044,2025-04-13
CZNC,0.4516129032258065,0.14,0.04371,0.05912458360302501,0.044,2025-04-13
CZWI,0.27499999999999997,0.10999999999999999,-0.132881,0.03384826827953163,0.044,2025-04-13
D,0.15072761392203377,0.08514,-0.036377,0.11372192141842562,0.044,2025-04-13
DAC,0.8605656709255495,5.2543299999999995,-0.060638,0.05771003910316351,0.044,2025-04-13
DADA,-1.251395243601991,0.7466700000000001,-0.162055,0.05593620298900691,0.044,2025-04-13
DAIO,2.176470588235294,0.185,0.233766,0.054340228350062435,0.044,2025-04-13
DAKT,-inf,0.29,-0.391566,0.08005814634804628,0.044,2025-04-13
DAL,-0.08811255455914237,0.35872999999999955,0.095366,0.03059177287947301,0.044,2025-04-13
DAO,0.5980091883614089,1.562,0.172414,0.03705098246391749,0.044,2025-04-13
DAR,5.496142915144133,1.21833,-0.014036,0.10812831621758742,0.044,2025-04-13
DAVA,0.26730510681714537,12.022669999999998,0.108627,0.05489173813009997,0.044,2025-04-13
DBD,-4.545439894876467,3.66667,0.097999,0.04520449911273331,0.044,2025-04-13
DBX,0.14192495921696585,0.06960000000000005,-0.005323,0.3209032624386585,0.044,2025-04-13
DCI,0.32978723404255317,0.124,-0.021922,0.10752551541929559,0.044,2025-04-13
DCO,0.15830115830115837,0.10250000000000004,0.330918,0.07676281020908854,0.044,2025-04-13
DDOG,0.32096518522867373,0.10933999999999999,0.284727,0.06875567812208212,0.044,2025-04-13
DDS,19.844919786096256,9.2775,0.043791,0.04890167815534898,0.044,2025-04-13
DE,0.2434096242342972,1.9967499999999987,-0.05282,0.0936373663432793,0.044,2025-04-13
DEA,2.272727272727273,0.125,-0.001327,0.08767813070022039,0.044,2025-04-13
DECK,0.31655191522508525,0.6055099999999998,0.141308,0.030759893043937756,0.044,2025-04-13
DESP,-1.4783258594917787,0.24725000000000003,0.14459,0.07774701843674288,0.044,2025-04-13
DFH,0.401875709699578,0.28667,0.133218,0.06230062286757903,0.044,2025-04-13
DGII,0.23522145756132007,0.013330000000000009,0.045455,0.4257957727427714,0.044,2025-04-13
DGLY,5.0,4.0,-0.125874,0.06344974157606266,0.044,2025-04-13
DGX,0.3771661676178155,1.08453,0.003379,0.03888016166503177,0.044,2025-04-13
DHT,0.17222445013418883,0.05582999999999999,0.139254,0.037771465673160406,0.044,2025-04-13
DHX,-129.0,0.645,0.031579,0.057326972249084146,0.044,2025-04-13
DIBS,0.9571422448892126,0.22333,-0.139082,0.04106517506811396,0.044,2025-04-13
DIS,1.1247368831371325,0.7213499999999999,0.087987,0.03672808106789632,0.044,2025-04-13
DKNG,-0.4374356148630842,0.18258999999999997,0.004076,0.6258994487670825,0.044,2025-04-13
DKS,2.3939285394465837,2.6733000000000002,0.169063,0.047051170881165116,0.044,2025-04-13
DLNG,-0.5,0.04,0.031579,0.6512154061091567,0.044,2025-04-13
DLO,-0.0777460112514986,0.008429999999999993,-0.507069,0.09757554997277058,0.044,2025-04-13
DLTH,-0.7272727272727273,0.08,0.006601,0.650612140220465,0.044,2025-04-13
DLTR,-0.35635717373553005,0.37095,-0.221555,0.05685876689866254,0.044,2025-04-13
DLX,0.9166666666666666,0.5499999999999999,0.197781,0.047158504199417896,0.044,2025-04-13
DMAC,0.03225806451612906,0.0050000000000000044,-0.011601,0.62598513474389,0.044,2025-04-13
DMRC,0.16071428571428584,0.09000000000000008,0.293515,0.06535512984725737,0.044,2025-04-13
DNUT,-0.003388479170819146,0.00016999999999999654,0.134783,0.10411608764952429,0.044,2025-04-13
DOCN,0.0,0.0,-0.247858,0.05863390726009006,0.044,2025-04-13
DOLE,0.14842852790212577,0.06333,0.017578,0.49358739430351567,0.044,2025-04-13
DOMO,0.4921875,0.126,0.179315,0.6508935558836808,0.044,2025-04-13
DOV,0.24612736660929443,0.35750000000000015,0.031546,0.03090691800399872,0.044,2025-04-13
DOX,0.015581655586169257,0.016569999999999974,0.022774,0.4223449161209641,0.044,2025-04-13
DOYU,1.3836312229779757,3.60667,0.088,0.05630787545670029,0.044,2025-04-13
DQ,-0.6573875802997858,3.07,0.039024,0.07898995854748293,0.044,2025-04-13
DRH,6.333333333333334,0.5700000000000001,-0.071705,0.035940311056099586,0.044,2025-04-13
DRI,0.24637469763823558,0.4053800000000001,-0.011223,0.47837021301178834,0.044,2025-04-13
DRIO,-6.568627450980391,6.699999999999999,-0.192982,0.11619451288407649,0.044,2025-04-13
DRMA,0.5035460992907801,170.39999999999998,0.167866,0.050720649536480304,0.044,2025-04-13
DRRX,0.6666666666666666,0.27999999999999997,-0.795736,0.1509274352841582,0.044,2025-04-13
DRVN,-0.05346301977935899,0.016380000000000006,-0.411537,0.07690449039978321,0.044,2025-04-13
DSGN,0.09433962264150951,0.03750000000000003,-0.704638,0.13395436537349512,0.044,2025-04-13
DSS,-0.6545454545454544,0.72,-0.137155,0.04798129098721367,0.044,2025-04-13
DTC,-0.6892238365317379,0.08870999999999998,-0.460396,0.08757361710080998,0.044,2025-04-13
DTE,0.2612656148065817,0.5406499999999999,0.006046,0.07051813921094892,0.044,2025-04-13
DTI,-0.9107142857142858,0.10200000000000001,-0.087527,0.05515103627280393,0.044,2025-04-13
DTIL,1.8100002025000508,24.13333,-0.132766,0.03712704240204366,0.044,2025-04-13
DTST,3.0,0.03,0.5,0.11226720496156442,0.044,2025-04-13
DUK,0.1548813310496697,0.15825,0.011723,0.06851163671542354,0.044,2025-04-13
DUOL,0.45614035087719296,0.25999999999999995,0.340251,0.08429510563807731,0.044,2025-04-13
DVAX,2.9545454545454546,0.65,0.161088,0.07162961767102118,0.044,2025-04-13
DVN,1.2703189763921428,0.28196,0.151322,0.039390627916487744,0.044,2025-04-13
DXCM,0.1142783104431199,0.04409999999999997,-0.406583,0.09115077880505863,0.044,2025-04-13
DYNT,4.333333333333334,0.65,0.085938,0.056585452105603576,0.044,2025-04-13
EARN,0.36602451838879174,0.10450000000000004,0.00724,0.08770595627953084,0.044,2025-04-13
EBC,-0.5031055900621118,0.10125,-0.054841,0.030241086911451647,0.044,2025-04-13
EBET,-2.5769230769230766,20.099999999999998,0.336805,0.08209624458248553,0.044,2025-04-13
EBF,0.5000000000000001,0.15000000000000002,0.087339,0.039852106244459444,0.044,2025-04-13
EBR,0.08999999999999994,0.008999999999999994,-0.039574,0.09198076884023926,0.044,2025-04-13
ECOR,0.0,0.0,1.998761,0.3729464099767946,0.044,2025-04-13
ECX,-0.4999999999999999,0.039999999999999994,-0.073529,0.1296795466761727,0.044,2025-04-13
ED,0.1424017003188098,0.268,0.003255,0.08028791395314752,0.044,2025-04-13
EDAP,-0.020786933927245788,0.002240000000000006,-0.269444,0.07134065703195816,0.044,2025-04-13
EDIT,1.1886792452830188,0.756,-0.095527,0.03100056297013957,0.044,2025-04-13
EDR,3.7198641765704585,1.0955,0.061493,0.04866123201997703,0.044,2025-04-13
EDRY,-2.3940774487471526,2.6275,-0.025494,0.11388328609042554,0.044,2025-04-13
EDU,-1.1363636363636362,0.49999999999999994,0.126651,0.03844801641063928,0.044,2025-04-13
EDUC,-3.5000000000000004,0.14,-0.046185,0.10541181214796279,0.044,2025-04-13
EE,3.961092799619423,1.16571,0.029389,0.09027486652153947,0.044,2025-04-13
EEX,-1.1818181818181819,0.26,-0.041899,0.7187326107538177,0.044,2025-04-13
EFSC,-0.6218905472636815,0.6249999999999999,0.035942,0.028153168501456632,0.044,2025-04-13
EFTR,2.8318068276436303,17.005,0.170507,0.07776192994400478,0.044,2025-04-13
EFX,0.27140247955752617,0.42053000000000007,0.149406,0.04145916189943529,0.044,2025-04-13
EFXT,22.999999999999996,0.22999999999999998,0.059952,0.07439855965035047,0.044,2025-04-13
EGAN,7.000000000000001,0.035,-0.072539,0.6251844715517519,0.044,2025-04-13
EGHT,0.639728273600375,0.054620000000000016,0.362445,0.09029248269199867,0.044,2025-04-13
EGP,1.2198825365012116,0.96167,0.006858,0.09463110022659939,0.044,2025-04-13
EGRX,-0.5361739704400104,1.8033299999999999,-0.144581,0.047296443641972684,0.044,2025-04-13
EH,-0.6710432084029604,0.05622000000000002,0.183359,0.6504693471183023,0.044,2025-04-13
EHAB,-0.41463414634146345,0.06375,0.018882,0.7191248341722656,0.044,2025-04-13
EHTH,0.6995255319761821,1.69991,-0.097856,0.02897151276518792,0.044,2025-04-13
EIG,2.539393939393939,1.0474999999999999,0.04237,0.05620744705104046,0.044,2025-04-13
EKSO,-2.3873873873873865,1.3249999999999997,-0.11413,0.03445463801835613,0.044,2025-04-13
EL,0.9992580073374829,0.48482,-0.131825,0.0306489547933721,0.044,2025-04-13
ELEV,-0.2168945527067452,0.12832999999999994,0.03038,0.7194228438679248,0.044,2025-04-13
ELTK,1.076923076923077,0.14,0.36962,0.07782644032245199,0.044,2025-04-13
ELVA,-1.6666666666666667,0.05,-0.107345,0.05576533141946454,0.044,2025-04-13
EMBC,0.675,0.27,0.378773,0.10003295498388974,0.044,2025-04-13
EMN,0.3040521620864835,0.38005,0.046053,0.02564446128938709,0.044,2025-04-13
EMR,0.1711962521719929,0.17832999999999988,0.104286,0.046256227656464595,0.044,2025-04-13
ENBL,0.9701492537313433,0.1625,0.070064,0.04714728350440729,0.044,2025-04-13
ENFN,-0.9357739242132305,0.02914,-0.16,0.0827301113857315,0.044,2025-04-13
ENIC,0.9357359424312014,4200.79014,0.025063,0.03586783201343177,0.044,2025-04-13
ENLT,3.044489383215369,0.09033,0.02956,0.14658312494368889,0.044,2025-04-13
ENPH,0.17981606969990316,0.05943999999999999,0.424446,0.08773631745066264,0.044,2025-04-13
ENSC,-21.5,1548.0,0.1875,0.04907128895473886,0.044,2025-04-13
